"","ID","SEX","DOB_MONTH","DOB_DAY","DOB_YEAR","REGOFF","STATE"
"735",22518,"F",10,15,11,31,3
"736",22519,"F",12,17,13,31,3
"737",22521,"M",9,5,92,31,3
"738",22522,"F",5,30,97,31,3
"739",22524,"F",7,31,9,31,3
"740",22525,"F",11,6,16,31,3
"741",22527,"F",10,6,95,31,3
"742",22528,"F",4,27,7,31,3
"743",22530,"F",4,24,1,31,3
"744",22531,"F",3,20,9,31,3
"745",22533,"F",8,13,12,31,3
"746",22534,"F",5,30,14,31,3
"747",22535,"M",12,31,9,31,3
"748",22536,"F",7,23,1,31,3
"749",22542,"M",4,16,16,31,3
"750",22545,"F",8,30,97,31,3
"751",22546,"M",6,26,98,31,3
"752",22547,"M",2,3,16,31,3
"753",22549,"M",8,23,6,31,3
"754",22550,"F",4,12,11,31,3
"755",22553,"F",12,21,84,31,3
"756",22554,"M",10,2,15,31,53
"757",22556,"F",5,25,0,31,3
"758",22558,"M",11,10,10,31,3
"759",22559,"F",12,11,3,31,3
"760",22564,"F",10,1,8,31,46
"761",22568,"F",4,15,9,31,3
"762",22569,"F",9,20,13,31,3
"763",22571,"F",10,16,96,31,3
"764",22572,"F",9,16,9,31,3
"765",22575,"M",9,7,6,31,3
"766",22580,"F",6,9,94,31,3
"767",22581,"F",2,10,98,31,3
"768",22586,"M",4,30,13,31,46
"769",22589,"F",12,25,94,31,46
"770",22591,"M",8,27,13,31,46
"771",22592,"M",3,7,13,31,3
"772",22593,"F",7,29,14,31,46
"773",22598,"F",9,28,13,31,46
"774",22599,"M",6,11,9,31,46
"775",22600,"M",10,7,16,31,46
"776",22602,"F",6,8,99,31,46
"777",22603,"M",6,24,14,31,46
"778",22604,"M",1,29,11,31,46
"779",22606,"M",11,10,8,31,46
"780",22608,"M",7,13,7,31,46
"781",22609,"F",4,12,4,31,46
"782",22611,"M",10,3,3,31,46
"783",22612,"F",5,24,99,31,46
"784",22613,"M",2,13,11,31,46
"785",22615,"M",3,21,6,31,46
"786",22616,"M",10,17,0,31,46
"787",22618,"F",2,21,9,31,46
"788",22619,"F",7,16,10,31,46
"789",22621,"F",7,11,10,31,46
"790",22622,"F",10,14,8,31,46
"791",22623,"F",2,2,10,31,46
"792",22624,"F",2,22,13,31,46
"793",22625,"F",12,12,4,31,46
"794",22626,"M",4,11,11,31,46
"795",22627,"F",5,15,93,31,46
"796",22629,"M",10,11,2,31,46
"797",22630,"F",11,23,11,31,46
"798",22631,"F",7,4,94,31,46
"799",22633,"F",10,10,5,31,46
"800",22634,"F",4,16,6,31,46
"801",22635,"F",3,14,3,31,46
"802",22636,"F",6,4,15,31,46
"803",22637,"F",6,7,3,31,46
"804",22638,"M",8,11,16,31,46
"805",22642,"M",8,9,16,31,46
"806",22644,"F",3,19,10,31,46
"807",22646,"M",3,13,13,31,46
"808",22648,"F",11,25,96,31,46
"809",22649,"M",4,27,11,31,46
"810",22650,"F",12,15,96,31,46
"811",22652,"F",5,16,1,31,46
"812",22653,"M",12,16,7,31,46
"813",22654,"F",9,16,9,31,46
"814",22655,"M",1,18,16,31,46
"815",22657,"F",10,28,97,31,46
"816",22658,"M",4,4,86,31,46
"817",22659,"F",2,21,14,31,46
"818",22660,"F",10,8,15,31,46
"819",22661,"M",7,5,90,31,46
"820",22662,"F",4,25,11,31,46
"821",22663,"M",8,20,16,31,46
"822",22668,"M",2,12,0,31,46
"823",22670,"M",1,17,17,31,46
"824",22674,"F",3,14,97,31,46
"825",22675,"M",7,23,16,31,46
"826",22676,"M",8,13,6,31,46
"827",22678,"M",1,29,11,31,46
"828",22680,"M",7,5,15,31,46
"829",22682,"F",1,9,16,31,46
"830",22683,"F",4,23,96,31,46
"831",22685,"F",10,23,9,31,46
"832",22686,"F",11,8,14,31,46
"833",22687,"M",12,10,7,31,46
"834",22688,"F",3,13,4,31,46
"835",22689,"M",11,25,11,31,46
"836",22690,"F",6,13,9,31,46
"837",22691,"F",7,12,98,31,46
"838",22692,"F",7,10,92,31,46
"839",22693,"F",4,12,4,31,46
"840",22694,"M",3,17,3,31,46
"841",22695,"F",1,20,15,31,46
"842",22696,"M",5,27,14,31,3
"843",22697,"F",2,25,12,31,46
"844",22698,"F",3,5,13,31,46
"845",22699,"F",2,4,14,31,46
"846",22702,"M",3,27,11,31,3
"847",22705,"M",11,21,14,31,46
"848",22714,"F",12,10,4,31,46
"849",22743,"F",2,15,5,31,35
"850",22747,"F",5,15,87,31,3
"851",22821,"F",11,19,8,31,3
"852",22851,"F",8,1,13,31,3
"853",22864,"F",8,29,5,31,3
"854",22889,"M",9,27,16,31,3
"855",22890,"F",12,11,4,31,3
"856",22903,"F",1,26,15,31,53
"857",22967,"M",6,25,12,31,3
"858",23034,"M",2,18,3,31,3
"859",23053,"M",2,24,12,31,28
"860",23069,"M",11,25,13,31,35
"861",23184,"M",12,5,15,31,3
"862",23256,"F",5,6,9,31,3
"863",23285,"M",9,19,0,31,3
"864",23410,"M",10,11,16,31,35
"865",23411,"F",9,9,16,31,3
"866",23414,"M",3,10,96,31,3
"867",23437,"F",3,3,87,31,3
"868",23471,"F",1,28,17,31,3
"869",23493,"M",1,15,99,31,46
"870",23527,"M",1,17,8,31,3
"871",23531,"F",12,28,7,31,3
"872",23540,"F",11,3,0,31,46
"873",23588,"M",12,30,11,31,3
"874",23608,"M",1,17,97,31,3
"875",23641,"M",10,12,99,31,3
"876",23642,"F",10,29,6,31,3
"877",23646,"F",9,8,15,31,3
"878",23709,"F",7,29,15,31,3
"879",23752,"M",7,26,14,31,3
"880",23767,"F",6,15,5,31,3
"881",23779,"F",12,14,16,31,3
"882",23806,"F",6,26,12,31,37
"883",23831,"F",9,5,13,31,6
"884",23833,"F",6,25,5,31,3
"885",23869,"M",12,13,8,31,3
"886",23872,"F",3,3,16,31,28
"887",23887,"F",7,25,1,31,3
"888",23952,"F",1,14,7,31,3
"889",23955,"F",10,13,13,31,3
"890",23975,"F",3,29,14,31,3
"891",23977,"M",9,14,11,31,3
"892",24049,"F",12,13,14,31,3
"893",24069,"M",4,17,1,31,3
"894",24141,"F",4,7,5,31,3
"895",24177,"M",7,26,5,31,3
"896",24199,"F",4,13,96,31,3
"897",24237,"M",8,3,9,31,3
"898",24248,"F",11,17,14,31,35
"899",24292,"F",5,23,15,31,3
"900",24298,"M",10,2,7,31,46
"901",24318,"M",1,9,15,31,37
"902",24322,"M",1,15,15,31,3
"903",24328,"F",2,18,10,31,3
"904",24344,"F",5,24,5,31,3
"905",24362,"F",8,22,8,31,3
"906",24364,"F",6,6,15,31,53
"907",24394,"F",11,3,14,31,3
"908",24395,"M",11,17,13,31,3
"909",24399,"F",4,26,7,31,46
"910",24414,"M",2,4,13,31,3
"911",24417,"M",7,9,8,31,3
"912",24419,"F",7,13,2,31,3
"913",24447,"M",7,26,14,31,3
"914",24472,"M",2,18,12,31,46
"915",24505,"M",7,10,15,31,46
"916",24559,"M",12,22,10,31,3
"917",24614,"M",12,15,6,31,3
"918",24620,"F",6,4,16,31,46
"919",24633,"F",3,13,5,31,3
"920",24646,"M",1,31,12,31,3
"921",24707,"F",4,12,3,31,35
"922",24717,"M",9,27,6,31,53
"923",24751,"F",8,6,14,31,53
"924",24808,"F",10,29,12,31,3
"925",24832,"F",4,4,1,31,3
"926",24833,"M",9,20,11,31,3
"927",24861,"F",4,2,4,31,46
"928",24865,"M",4,10,5,31,46
"929",24879,"M",10,23,15,31,37
"930",24888,"F",3,1,17,31,6
"931",25092,"M",1,20,7,31,6
"932",25195,"M",10,13,7,31,3
"933",25216,"F",7,15,8,31,6
"934",25308,"M",4,4,10,31,28
"935",25310,"M",4,14,14,31,53
"936",25312,"M",7,4,6,31,28
"937",25326,"F",7,26,95,31,26
"938",25391,"M",6,11,16,31,5
