"","ID","SEX","DOB_MONTH","DOB_DAY","DOB_YEAR","REGOFF","STATE"
"734",32162,"F",9,3,27,31,3
"735",32486,"F",2,18,27,31,28
"736",32487,"F",12,23,28,31,28
"737",32488,"M",5,18,28,31,28
"738",32489,"M",7,10,27,31,28
"739",32490,"F",1,26,28,31,28
"740",32491,"M",3,15,27,31,28
"741",32492,"F",7,15,25,31,28
"742",32493,"F",12,21,25,31,28
"743",32494,"M",3,10,25,31,28
"744",32495,"F",10,26,24,31,28
"745",32496,"F",3,10,25,31,28
"746",32497,"M",11,5,23,31,28
"747",32498,"M",1,7,24,31,28
"748",32499,"M",4,29,25,31,28
"749",32588,"F",12,17,24,31,16
"750",32589,"M",10,25,28,31,28
"751",32590,"M",11,2,28,31,28
"752",32591,"F",10,2,27,31,28
"753",32592,"M",12,1,27,31,28
"754",32593,"F",3,8,27,31,28
"755",32594,"M",1,18,27,31,28
"756",32595,"F",10,29,25,31,28
"757",32596,"F",8,31,25,31,28
"758",32597,"M",10,23,24,31,28
"759",32598,"M",2,20,25,31,28
"760",32599,"M",10,31,23,31,28
"761",32600,"M",5,23,23,31,28
"762",32601,"F",10,22,26,31,28
"763",32602,"M",12,7,28,31,28
"764",32603,"M",2,8,27,31,28
"765",32605,"F",3,22,29,31,37
"766",32606,"M",7,6,28,31,37
"767",32607,"F",6,21,28,31,37
"768",32608,"F",12,31,28,31,37
"769",32609,"F",2,19,28,31,37
"770",32610,"F",3,31,28,31,37
"771",32611,"F",5,14,26,31,37
"772",32612,"F",12,15,26,31,37
"773",32613,"M",5,30,26,31,37
"774",32614,"F",11,7,25,31,37
"775",32615,"F",4,20,25,31,37
"776",32616,"M",3,17,25,31,37
"777",32617,"F",4,16,24,31,37
"778",32618,"F",11,1,24,31,37
"779",32619,"F",7,2,23,31,37
"780",32620,"F",6,28,23,31,37
"781",32621,"M",6,15,23,31,37
"782",32622,"F",2,25,25,31,37
"783",32623,"M",5,29,24,31,37
"784",32624,"M",5,13,27,31,37
"785",32625,"M",2,9,24,31,37
"786",34219,"F",8,4,27,31,6
"787",34220,"F",1,4,29,31,6
"788",34221,"F",1,8,29,31,6
"789",34222,"F",7,21,28,31,6
"790",34223,"M",1,20,29,31,6
"791",34224,"F",1,14,28,31,6
"792",34225,"F",12,2,27,31,49
"793",34226,"M",5,2,27,31,6
"794",34227,"F",2,26,28,31,6
"795",34228,"F",8,1,26,31,6
"796",34229,"F",4,23,26,31,6
"797",34230,"F",3,31,27,31,6
"798",34231,"F",2,22,27,31,6
"799",34232,"F",4,17,25,31,6
"800",34233,"M",1,20,26,31,6
"801",34234,"F",4,4,25,31,6
"802",34235,"F",7,2,25,31,6
"803",34236,"M",6,12,24,31,6
"804",34237,"F",9,16,24,31,6
"805",34238,"F",11,27,24,31,6
"806",34239,"F",9,30,24,31,6
"807",34240,"M",5,21,23,31,6
"808",34241,"F",2,7,24,31,6
"809",34242,"F",6,24,23,31,6
"810",34243,"F",4,9,23,31,6
"811",34244,"M",6,3,24,31,6
"812",34245,"F",4,3,25,31,6
"813",34246,"M",2,27,28,31,6
"814",34247,"M",1,8,24,31,6
"815",34525,"F",7,7,24,31,50
"816",34656,"M",11,26,26,31,3
"817",34657,"M",7,9,23,31,3
"818",34658,"M",5,14,28,31,3
"819",34659,"M",7,24,28,31,3
"820",34660,"F",2,8,29,31,3
"821",34661,"F",12,13,28,31,3
"822",34662,"F",3,9,29,31,3
"823",34663,"F",7,11,27,31,3
"824",34664,"M",8,17,27,31,3
"825",34665,"M",7,28,27,31,3
"826",34666,"M",5,30,27,31,3
"827",34667,"M",8,5,27,31,3
"828",34668,"M",7,24,27,31,3
"829",34669,"F",1,5,27,31,3
"830",34670,"M",5,28,26,31,3
"831",34671,"M",2,26,27,31,3
"832",34672,"M",12,1,26,31,3
"833",34673,"F",7,31,26,31,3
"834",34674,"M",11,21,26,31,3
"835",34675,"F",1,18,26,31,3
"836",34677,"F",9,19,25,31,3
"837",34678,"F",12,3,25,31,3
"838",34679,"F",2,9,26,31,3
"839",34680,"M",10,10,25,31,3
"840",34681,"F",9,20,24,31,3
"841",34682,"F",5,29,24,31,3
"842",34683,"F",12,30,24,31,3
"843",34684,"M",5,4,24,31,3
"844",34685,"M",11,16,24,31,3
"845",34686,"F",10,25,24,31,3
"846",34687,"F",8,7,23,31,3
"847",34688,"F",3,6,24,31,3
"848",34689,"F",3,18,24,31,3
"849",34690,"F",7,1,23,31,3
"850",34691,"M",4,11,23,31,3
"851",34692,"M",12,8,23,31,5
"852",34693,"M",10,17,28,31,3
"853",34694,"F",4,4,25,31,3
"854",34695,"M",2,25,28,31,3
"855",34696,"F",7,20,25,31,3
"856",34697,"M",2,16,24,31,3
"857",34953,"F",10,5,28,31,46
"858",34954,"F",6,25,28,31,46
"859",34955,"M",4,9,28,31,46
"860",34956,"F",3,25,28,31,46
"861",34957,"F",8,31,27,31,46
"862",34958,"M",7,27,27,31,46
"863",34959,"F",5,18,26,31,46
"864",34960,"F",3,10,27,31,46
"865",34961,"F",7,31,26,31,46
"866",34962,"M",1,26,26,31,46
"867",34963,"F",9,21,25,31,46
"868",34964,"F",2,11,26,31,46
"869",34965,"F",1,10,26,31,46
"870",34966,"M",3,18,25,31,46
"871",34967,"M",8,25,24,31,46
"872",34968,"F",11,28,24,31,46
"873",34969,"M",11,16,23,31,46
"874",34970,"M",2,23,24,31,46
"875",34971,"F",9,30,23,31,46
"876",34972,"F",9,5,28,31,46
"877",34973,"M",5,9,28,31,46
"878",34974,"M",6,12,23,31,46
"879",34975,"M",5,6,26,31,3
"880",34976,"F",4,22,28,31,3
"881",34977,"M",7,3,28,31,3
"882",34978,"M",7,11,28,31,3
"883",34979,"F",6,8,28,31,3
"884",34980,"F",7,19,28,31,3
"885",34981,"M",7,18,27,31,3
"886",34982,"M",12,28,27,31,3
"887",34983,"F",12,15,27,31,3
"888",34984,"F",5,21,27,31,3
"889",34985,"M",10,5,27,31,3
"890",34986,"M",5,23,27,31,3
"891",34987,"F",11,6,27,31,3
"892",34988,"F",6,13,27,31,3
"893",34989,"M",7,7,26,31,3
"894",34990,"M",8,12,26,31,3
"895",34991,"F",10,4,26,31,3
"896",34992,"F",9,2,26,31,3
"897",34993,"F",7,14,26,31,3
"898",34994,"F",9,27,26,31,3
"899",34995,"F",11,27,25,31,3
"900",34996,"F",7,4,25,31,3
"901",34997,"M",8,17,25,31,3
"902",34998,"F",5,7,25,31,3
"903",34999,"M",6,2,25,31,3
"904",35000,"F",1,16,26,31,3
"905",35001,"M",5,17,24,31,3
"906",35002,"F",7,25,24,31,3
"907",35003,"M",6,9,24,31,3
"908",35004,"M",5,28,24,31,3
"909",35005,"M",2,7,25,31,3
"910",35006,"F",6,4,24,31,3
"911",35007,"F",5,26,24,31,3
"912",35008,"M",8,4,23,31,3
"913",35009,"M",8,11,23,31,3
"914",35010,"F",7,8,23,31,3
"915",35011,"M",11,9,23,31,3
"916",35012,"F",1,5,24,31,3
"917",35013,"M",12,25,23,31,3
"918",35014,"M",8,27,27,31,3
"919",35015,"M",1,18,28,31,3
"920",35016,"F",5,27,25,31,3
"921",35017,"M",3,15,25,31,5
"922",35106,"F",10,1,27,31,3
"923",35107,"F",1,14,26,31,3
"924",35108,"F",10,1,28,31,3
"925",35109,"M",10,26,28,31,3
"926",35110,"F",7,24,28,31,3
"927",35111,"F",2,1,29,31,3
"928",35112,"M",12,27,28,31,3
"929",35113,"F",7,13,28,31,3
"930",35114,"F",8,29,28,31,3
"931",35115,"M",3,30,29,31,3
"932",35116,"F",1,7,28,31,3
"933",35117,"M",9,18,27,31,3
"934",35118,"F",1,20,28,31,3
"935",35119,"F",5,31,27,31,3
"936",35120,"M",2,23,28,31,29
"937",35121,"F",10,16,27,31,3
"938",35122,"F",2,13,28,31,3
"939",35123,"M",10,28,27,31,3
"940",35124,"F",6,30,27,31,3
"941",35125,"M",7,17,27,31,3
"942",35126,"M",12,27,26,31,3
"943",35127,"F",9,24,26,31,18
"944",35128,"F",2,23,27,31,3
"945",35129,"M",9,7,26,31,3
"946",35130,"M",12,21,26,31,3
"947",35131,"F",9,27,26,31,3
"948",35132,"F",11,26,26,31,3
"949",35133,"M",9,21,26,31,3
"950",35134,"M",2,28,26,31,3
"951",35135,"F",8,6,25,31,3
"952",35136,"F",7,27,25,31,3
"953",35137,"M",7,11,25,31,3
"954",35138,"M",8,17,25,31,3
"955",35140,"F",7,29,25,31,3
"956",35141,"F",3,30,26,31,3
"957",35142,"M",5,23,25,31,3
"958",35143,"M",4,15,25,31,3
"959",35145,"M",1,27,25,31,3
"960",35146,"M",4,21,24,31,3
"961",35147,"F",9,27,24,31,3
"962",35148,"M",4,21,24,31,3
"963",35149,"F",3,24,25,31,3
"964",35150,"M",3,14,25,31,3
"965",35151,"M",1,20,25,31,3
"966",35152,"M",11,3,24,31,3
"967",35153,"M",1,28,25,31,3
"968",35154,"F",2,29,24,31,3
"969",35155,"F",12,26,23,31,3
"970",35156,"M",5,26,23,31,3
"971",35157,"M",6,3,23,31,3
"972",35158,"F",3,11,24,31,3
"973",35159,"M",9,20,23,31,3
"974",35160,"F",1,6,24,31,3
"975",35161,"F",11,26,23,31,3
"976",35162,"F",2,4,24,31,38
"977",35163,"F",3,19,24,31,3
"978",35164,"F",7,31,26,31,3
"979",35165,"M",9,27,28,31,3
"980",35166,"F",11,14,27,31,3
"981",35167,"F",10,26,26,31,3
"982",35168,"M",6,15,25,31,3
"983",35169,"M",3,19,25,31,3
"984",35170,"M",2,7,24,31,3
"985",35171,"F",2,12,29,31,53
"986",35172,"F",3,17,26,31,53
"987",35173,"F",1,1,29,31,53
"988",35174,"M",5,29,28,31,53
"989",35175,"M",4,22,28,31,53
"990",35176,"F",6,28,27,31,53
"991",35177,"M",12,7,27,31,53
"992",35178,"M",3,25,28,31,53
"993",35179,"F",11,8,26,31,53
"994",35180,"F",2,26,27,31,53
"995",35181,"M",3,22,27,31,53
"996",35182,"M",11,13,25,31,53
"997",35183,"F",11,30,25,31,53
"998",35185,"F",9,2,24,31,53
"999",35186,"F",5,31,24,31,53
"1000",35187,"F",10,30,23,31,53
"1001",35188,"M",12,28,23,31,53
"1002",35189,"F",10,24,23,31,53
"1003",35190,"F",11,25,23,31,53
"1004",35191,"F",11,20,28,31,53
"1005",35525,"M",7,18,96,31,35
"1006",35565,"F",8,18,98,31,28
"1007",35566,"F",2,9,98,31,28
"1008",35567,"F",9,15,93,31,28
"1009",35578,"F",3,1,99,31,28
"1010",35579,"M",12,24,96,31,28
"1011",35580,"F",1,17,91,31,28
"1012",35581,"F",1,29,99,31,37
"1013",35582,"F",10,2,95,31,37
"1014",35746,"F",10,23,98,31,6
"1015",35747,"F",11,20,97,31,6
"1016",35748,"F",2,11,94,31,6
"1017",35796,"M",5,4,98,31,3
"1018",35797,"F",2,27,97,31,3
"1019",35798,"F",9,1,94,31,3
"1020",35821,"M",10,10,98,31,46
"1021",35822,"M",12,18,96,31,46
"1022",35823,"M",9,14,98,31,3
"1023",35824,"F",7,16,97,31,5
"1024",35825,"F",8,31,93,31,3
"1025",35833,"F",10,29,98,31,3
"1026",35834,"F",3,20,95,31,3
"1027",35836,"F",12,27,98,31,53
"1028",35837,"F",6,10,95,31,53
